State,County,Type,Mapping Zones,Impervious Cover %,Impervious Cover (m2/person),Tree Canopy Cover %,Tree Canopy Cover (m2/person),Total Green Space (ha),Canopy Green Space %,Available Green Space (ha)
Idaho,Lewis,County,9,0.002569111,851.1529223,0.135272481,44816.11956,123820.0064,0.135621056,107028
Idaho,Lincoln,County,18,0.001906358,1472.017804,0.001476316,1139.95549,311666.9952,0.001479136,311205.9904
Idaho,Madison,County,18,0.005169952,229.2132377,0.127138384,5636.763826,121146.9952,0.127799284,105664.9984
Idaho,Minidoka,County,18,0.005462233,532.2543868,0.000252144,24.56954496,195506.9952,0.000253529,195456.9984
Idaho,Nez,Perce,8,0.008606654,506.059877,0.138656985,8152.84726,218073.0112,0.139860506,187575.0016
Idaho,Oneida,County,18,0.001787133,1346.950303,0.049759645,37503.51515,310342.9888,0.049848718,294873.0112
Idaho,Owyhee,County,18,0.001246942,2328.664036,0.019709461,36807.40173,1985290.035,0.019734043,1946109.952
Idaho,Payette,County,18,0.005770649,294.5164739,0.004813486,245.6657595,104417.9968,0.004841416,103912
Idaho,Power,County,18,0.003202743,1547.306978,0.062204923,30052.40223,363008.9984,0.062404791,340355.9936
Idaho,Shoshone,County,10,0.002323237,1150.787888,0.633774991,313932.8874,680545.024,0.635251106,248280.0128
Idaho,Teton,County,18,0.002612903,508.1863644,0.233374365,45389.22887,116369.9968,0.233986415,89141.2992
Idaho,Twin,Falls,18,0.007448484,576.1013627,0.012726628,984.338249,493500.0064,0.012822127,487171.9936
Idaho,Valley,County,10,0.001147868,1428.466867,0.453308549,564121.0111,951037.952,0.453829403,519433.0112
Idaho,Washington,County,18,0.001869153,704.8792222,0.082001,30923.52411,375540.992,0.082154547,344689.9968
Illinois,Adams,County,49,0.026364462,855.3011995,0.158443922,5140.14945,215661.0048,0.162734095,180576
Illinois,Alexander,County,49,0.011994169,752.8467153,0.401101434,25176.22523,59472.3008,0.405970505,35328.4
Illinois,Bond,County,49,0.012826701,714.3197414,0.155630017,8667.044746,96938.7008,0.157652206,81656.1024
Illinois,Boone,County,49,0.029896605,520.9017374,0.046444648,809.2255779,70628.9984,0.047875944,67248
Illinois,Brown,County,49,0.012022535,1366.808633,0.309291108,35162.44719,78062.7008,0.313054769,53625.7984
Illinois,Bureau,County,49,0.013053363,824.7274878,0.069540544,4393.656874,221383.9872,0.070460381,205785.9968
Illinois,Calhoun,County,49,0.006578922,850.2734068,0.397784651,51410.50511,65274.4,0.400418859,39137.2992
Illinois,Carroll,County,49,0.012422634,862.4985007,0.093359147,6481.887969,114328.9984,0.094533322,103521.9968
Illinois,Cass,County,49,0.015683677,1109.981745,0.158192475,11195.76488,95403.5968,0.160713018,80072.1024
Illinois,Champaign,County,49,0.031171544,447.5351897,0.015535414,223.0445987,249913.0112,0.01603526,245905.9968
Illinois,Christian,County,49,0.014283036,741.6317992,0.047298229,2455.911342,181041.9968,0.047983616,172354.9952
Illinois,Clark,County,49,0.012544882,956.8144403,0.156001795,11898.45908,128095.0016,0.15798352,107857.9968
Illinois,Clay,County,49,0.009272352,773.3585165,0.147976708,12341.96484,120311.0016,0.149362075,102340.9984
Illinois,Clinton,County,49,0.021000877,719.1219924,0.129833319,4445.813986,119125.0048,0.132618673,103327.0016
Illinois,Coles,County,49,0.023220076,573.9115723,0.081116402,2004.887586,128426.9952,0.083044846,117761.9968
Illinois,Cook,County,49,0.423666097,191.666296,0.122136482,55.2544733,140189.0048,0.211920323,110515.9936
Illinois,Crawford,County,49,0.01232683,690.3334637,0.14729299,8248.777626,113123.9936,0.149131934,96254.0992
Illinois,Cumberland,County,49,0.010293441,818.0947303,0.124480367,9893.36177,88515.2,0.125775008,77382.2016
Illinois,De,Witt,49,0.015014728,918.1628765,0.049179069,3007.34016,101179.0016,0.049928641,96127.0976
Illinois,DeKalb,County,49,0.025802703,476.0793085,0.021731051,400.954265,159919.0016,0.022306605,156352
Illinois,Douglas,County,49,0.018564496,1005.621926,0.021749946,1178.174882,105912,0.022161417,103564.9984
Illinois,DuPage,County,49,0.333152048,317.2753525,0.144315408,137.4379121,57420.4032,0.216414363,45001.4016
Illinois,Edgar,County,49,0.010946719,897.0818108,0.057677539,4726.664637,159705.9968,0.058316032,150392.9984
Illinois,Edwards,County,49,0.010579339,873.3495912,0.090851067,7499.97131,56938.4,0.091822566,51710.2016
Illinois,Effingham,County,49,0.016425657,593.5296521,0.15440442,5579.295821,121776.9984,0.156982841,102660
Illinois,Fayette,County,49,0.009842159,831.313641,0.198362065,16754.56417,182336.9984,0.200334003,145808.9984
Illinois,Ford,County,49,0.014776427,1305.694825,0.005112689,451.774454,123978.9952,0.005189363,123336
Illinois,Franklin,County,49,0.021834851,592.1549029,0.174940966,4744.348967,103504.9984,0.178846443,84994.2016
Illinois,Fulton,County,49,0.016224666,941.2470588,0.237473883,13776.65339,218301.0048,0.24139009,165608
Illinois,Gallatin,County,49,0.008375178,1098.499612,0.174665695,22909.38836,83825.4976,0.176140926,69060.6016
Illinois,Greene,County,49,0.009359455,889.8109884,0.16464217,15652.66527,139021.0048,0.166197182,115916.0064
Illinois,Grundy,County,49,0.025172393,725.5654722,0.066097392,1905.18183,105467.0016,0.067804146,98315.8976
Illinois,Hamilton,County,49,0.009393909,1226.621042,0.129170588,16866.60573,111512,0.130395839,96971.6992
Illinois,Hancock,County,49,0.017340018,1772.28766,0.126577043,12937.17966,202087.0016,0.128810359,176061.0048
Illinois,Hardin,County,49,0.005548211,532.6979167,0.519901584,49917.08333,45830.3008,0.522802591,21870.0992
Illinois,Henderson,County,49,0.013818176,1650.042615,0.132969275,15877.9983,96717.1008,0.134832412,83682.5984
Illinois,Henry,County,49,0.018104509,755.0705606,0.042809762,1785.433163,208933.0048,0.043599047,199824
Illinois,Iroquois,County,49,0.012716123,1172.183571,0.021518344,1983.580137,285167.0016,0.021795474,278951.9872
Illinois,Jackson,County,49,0.016236076,411.2091525,0.349434296,8850.080655,148527.0016,0.355202086,95771.0976
Illinois,Jasper,County,49,0.008059245,1016.526638,0.104500136,13180.78482,126578.9952,0.105349233,113244.0064
Illinois,Jefferson,County,49,0.018732093,683.4586091,0.193243941,7050.692771,143370.9952,0.196933133,115136.9984
Illinois,Jersey,County,49,0.012594291,555.3904375,0.258129483,11383.14565,94349.4016,0.261421902,69684.4992
Illinois,Jo,Daviess,50,0.010064308,705.0518193,0.142537499,9985.418458,154573.0048,0.143986974,132317.0048
Illinois,Johnson,County,49,0.012257212,848.3848424,0.408760724,28292.43796,88042.7008,0.413833302,51608.6016
Illinois,Kane,County,49,0.106098431,352.8441078,0.070344345,233.9392506,120136,0.078693561,110685.0048
Illinois,Kankakee,County,49,0.031226296,526.7862818,0.037300711,629.2614101,169696,0.038503029,163162.9952
Illinois,Kendall,County,49,0.031756876,483.2282194,0.045058829,685.6372837,80361.1008,0.046536695,76621.6
Illinois,Knox,County,49,0.022402871,741.2028082,0.125712401,4159.216276,180595.9936,0.128593107,157373.0048
Illinois,La,Salle,49,0.025695751,675.2800222,0.053521013,1406.52324,285514.0096,0.054932506,269829.9904
Illinois,Lake,County,49,0.178034853,316.9303925,0.202725882,360.8843559,94284,0.246635696,71050.2016
Illinois,Lawrence,County,49,0.012948138,801.6049702,0.121020309,7492.234015,94423.0016,0.122607837,82846.0032
Illinois,Lee,County,49,0.01652832,860.5623648,0.043839596,2282.549387,184656.9984,0.044576321,176425.9968
Illinois,Livingston,County,49,0.016097004,1094.956903,0.012091769,822.5112153,265554.9952,0.012289582,262290.9952
Illinois,Logan,County,49,0.015412676,789.5199307,0.024606343,1260.468845,157273.9968,0.024991544,153344
Illinois,Macon,County,49,0.04399435,575.4276149,0.042903772,561.1633219,143430.0032,0.044878197,136993.9968
Illinois,Macoupin,County,49,0.015330767,696.8338807,0.172447961,7838.328158,219392,0.175132643,180969.9968
Illinois,Madison,County,49,0.061048758,439.3819441,0.151085136,1087.394457,174988.0064,0.160908747,146832.9984
Illinois,Marion,County,49,0.017356409,616.1977405,0.1894153,6724.736562,145445.0048,0.192760826,117408.9984
Illinois,Marshall,County,49,0.013214016,1002.974203,0.097188073,7376.798179,98717.2992,0.098489526,88994.8032
Illinois,Mason,County,49,0.012862144,1121.243297,0.097955431,8539.157501,138010.9952,0.099231955,124318.0032
Illinois,Massac,County,49,0.01376033,559.7790383,0.206274994,8391.398984,60827.2,0.209153142,48105.2992
Illinois,McDonough,County,49,0.017093442,792.0943092,0.109982048,5096.466442,149909.0048,0.111894546,133136
Illinois,McHenry,County,49,0.057583211,344.2399597,0.10524422,629.1637015,146525.0048,0.11167446,130166.0032
Illinois,McLean,County,49,0.029278822,596.1783385,0.021208293,431.8454063,297344.9984,0.021847955,290848.9984
Illinois,Menard,County,49,0.012790721,831.5953868,0.084510432,5494.489829,80140.1024,0.085605331,73280.3968
Illinois,Mercer,County,49,0.010476086,895.4767942,0.081127813,6934.658253,143426.9952,0.081986658,131667.9936
Illinois,Monroe,County,49,0.024847879,898.9065498,0.166612671,6027.444875,97432.9024,0.170858094,80789.4976
Illinois,Montgomery,County,49,0.015195812,901.7388751,0.106073421,6294.532168,179128.9984,0.107710087,159834.9952
Illinois,Morgan,County,49,0.022979974,922.831549,0.104243111,4186.202753,143664,0.106694788,128337.9968
Illinois,Moultrie,County,49,0.015497834,941.5622594,0.049124037,2984.503395,85454.7008,0.049897314,81190.7008
Illinois,Ogle,County,49,0.017339243,667.2793541,0.079741694,3068.760621,192984.9984,0.08114879,177325.0048
Illinois,Peoria,County,49,0.04820575,419.0211358,0.196711937,1709.888537,151760,0.206675003,120408
Illinois,Perry,County,49,0.012904466,627.9812938,0.171886922,8364.683468,110934.0032,0.174134165,91616.6976
Illinois,Piatt,County,49,0.014491391,1009.03758,0.024986722,1739.828903,112297.9968,0.025354237,109450.9952
Illinois,Pike,County,49,0.01364876,1690.031063,0.202473366,25070.86977,212316.0064,0.20527515,168736
Illinois,Pope,County,49,0.003603729,782.2184455,0.5429057,117842.0557,95442.5024,0.544869402,43439.2
Illinois,Pulaski,County,49,0.014133095,992.9205226,0.215202921,15119.08002,50893.7984,0.218287893,39784.4
Illinois,Putnam,County,49,0.016731397,1133.125205,0.152842314,10351.16661,40527.5008,0.155443091,34227.8016
Illinois,Randolph,County,49,0.015493684,677.8892397,0.180047643,7877.555837,145992.9984,0.182881373,119295.0016
Illinois,Richland,County,49,0.011525031,665.3229302,0.103903122,5998.173014,92151.3984,0.105114516,82464.9024
Illinois,Rock,Island,49,0.06892098,507.9143626,0.152279999,1122.230107,102495.0016,0.16355139,85738.2016
Illinois,Saline,County,49,0.014107827,519.5039838,0.193427339,7122.732204,97052.3008,0.196195246,78011.3984
Illinois,Sangamon,County,49,0.044461494,528.6508354,0.070149107,834.0786765,214674.9952,0.073413301,198928.9984
Illinois,Schuyler,County,49,0.013302032,2093.323133,0.287892923,45305.32758,111626.9952,0.2917753,79059.0016
Illinois,Scott,County,49,0.016526458,1935.596894,0.14879935,17427.54271,63778.2016,0.15129982,54129.7024
Illinois,Shelby,County,49,0.009283212,795.4047089,0.108885999,9329.576727,194330.9952,0.109906297,172973.0048
Illinois,St.,Clair,49,0.064671006,430.3582446,0.13454647,895.3499582,159391.0016,0.143849405,136467.9936
Illinois,Stark,County,49,0.007520171,884.881554,0.031317502,3685.060013,73946.8992,0.031554805,71613.6
Illinois,Stephenson,County,50,0.017066402,508.8895241,0.045226387,1348.569795,143553.9968,0.046011676,136950.0032
Illinois,Tazewell,County,49,0.036403459,473.0653384,0.082359938,1070.272794,160888.9984,0.085471351,147138.9952
Illinois,Union,County,49,0.010737459,625.8951512,0.42371585,24698.7381,105486.0032,0.428316556,60305.4976
Illinois,Vermilion,County,49,0.019605399,542.5291054,0.066139504,1830.241066,227670.9888,0.067462262,212312
Illinois,Wabash,County,49,0.013096566,588.0034011,0.089640284,4024.627039,57323.2,0.090829891,52116.6016
Illinois,Warren,County,49,0.015648985,1172.746197,0.059858076,4485.807313,138204.0064,0.060809815,129800
Illinois,Washington,County,49,0.012439707,1193.31925,0.124011005,11896.15844,143504,0.125573509,125484.0064
Illinois,Wayne,County,49,0.010444473,1125.071424,0.098866366,10649.8168,182819.9936,0.099909755,164553.9968
Illinois,White,County,49,0.011595902,967.7314423,0.100782612,8410.773535,126791.0016,0.101964649,113863.0016
Illinois,Whiteside,County,49,0.020568528,599.9604306,0.053928529,1573.033486,173279.0016,0.055061028,163738.9952
Illinois,Will,County,49,0.101952849,435.812896,0.084041445,359.2478886,192812.0064,0.093582347,174783.0016
Illinois,Williamson,County,49,0.028591175,507.6628165,0.328466318,5832.223962,105724.9984,0.338133843,69977.1008
Illinois,Winnebago,County,49,0.083800893,399.8951217,0.100050309,477.4368037,121726.0032,0.109201811,108438.0032
Illinois,Woodford,County,49,0.020264355,778.8068454,0.078012285,2998.195607,133552.9984,0.079626067,122919.0016
Indiana,Adams,County,52,0.013528786,353.1509294,0.0506706,1322.688476,86586.0992,0.05136552,82138.5984
Indiana,Allen,County,52,0.059835265,305.1237159,0.097677645,498.0970019,159096.9984,0.103894475,142568
Indiana,Bartholomew,County,47,0.019296745,283.033527,0.207401941,3042.052103,102755.0016,0.211482642,81024
Indiana,Benton,County,49,0.011692278,1305.158688,0.007992882,892.2110179,103932.9984,0.008087441,103092
Indiana,Blackford,County,52,0.010611446,322.683656,0.081566128,2480.345957,42265.2992,0.082440916,38780.8992
Indiana,Boone,County,52,0.014255616,338.2284686,0.047601784,1129.399007,107833.9968,0.048290151,102627.0016
Indiana,Brown,County,47,0.001448494,78.19549375,0.687449205,37111.25386,80626.8992,0.688446448,25119.6
Indiana,Carroll,County,52,0.006931177,330.9308207,0.0925358,4418.1455,95611.0016,0.093181645,86701.7984
Indiana,Cass,County,52,0.011598632,302.4651845,0.101659367,2651.038358,105497.9968,0.10285219,94647.2
Indiana,Clark,County,47,0.034591077,346.8001078,0.326735846,3275.758852,93374.4,0.338442879,61772.4992
Indiana,Clay,County,47,0.010854556,377.6660642,0.180768554,6289.538786,91394.2016,0.182752285,74691.6992
Indiana,Clinton,County,52,0.010562627,327.10388,0.044620537,1381.810666,103768.9984,0.045096706,99088.9984
Indiana,Crawford,County,47,0.00391988,293.2225635,0.46527768,34804.61547,80046.8992,0.467108642,42656.3008
Indiana,Daviess,County,47,0.009496693,354.2119383,0.111122619,4144.701543,110168,0.11218775,97808.1984
Indiana,Dearborn,County,47,0.015070122,257.7067384,0.38246525,6540.349867,77660.4992,0.388317092,47503.6
Indiana,Decatur,County,52,0.013113743,514.8360823,0.119414538,4688.128691,95136.9984,0.121001295,83625.2032
Indiana,DeKalb,County,52,0.01654919,384.7809358,0.122193193,2841.082289,92115.5008,0.124249447,80670.2976
Indiana,Delaware,County,52,0.032971482,282.0129832,0.082523797,705.8458015,98236.4992,0.085337528,89853.2992
Indiana,Dubois,County,47,0.011942212,334.6549377,0.247240676,6928.391188,109849.9968,0.250229404,82362.5024
Indiana,Elkhart,County,51,0.076696587,504.0603531,0.116038328,762.6196038,110919.0016,0.125677294,96984.6016
Indiana,Fayette,County,52,0.012802877,277.9083946,0.202293208,4391.120838,54832,0.204916837,43596.0992
Indiana,Floyd,County,47,0.035901379,193.8113325,0.330279717,1782.994225,36860.7008,0.342578945,24233
Indiana,Fountain,County,52,0.007126469,405.76696,0.151770823,8641.52835,101497.9968,0.15286016,85983.0976
Indiana,Franklin,County,47,0.00601878,270.7661054,0.381778583,17175.02596,99050.7008,0.384090165,61006.2976
Indiana,Fulton,County,52,0.007392058,343.6570621,0.103593995,4816.088928,94650.8032,0.104365517,84772.6016
Indiana,Gibson,County,47,0.015002986,580.4061538,0.100118795,3873.2,123842.9952,0.101644021,111255.0016
Indiana,Grant,County,52,0.022310047,324.9635573,0.080169342,1167.730147,104532,0.081998714,95960.4992
Indiana,Greene,County,47,0.006213922,262.0457219,0.305327658,12875.89396,138957.0048,0.307236052,96264.1024
Indiana,Hamilton,County,52,0.057836608,324.6618146,0.076012597,426.6914742,96647.0016,0.080678757,88849.7984
Indiana,Hancock,County,52,0.021519772,307.8297918,0.057971624,829.2556553,77528.9984,0.059246606,72935.6992
Indiana,Harrison,County,47,0.004852387,177.3506191,0.346458987,12662.78176,124846.0032,0.348148898,81381.1968
Indiana,Hendricks,County,52,0.031616888,320.6017696,0.083108824,842.7406262,102215.0016,0.085822432,93442.8992
Indiana,Henry,County,52,0.01549592,324.5732663,0.078467557,1643.559825,100028.9984,0.079702687,92056.4992
Indiana,Howard,County,52,0.035926666,320.2780001,0.057658179,514.0094628,73022.2016,0.059806879,68655.0976
Indiana,Huntington,County,52,0.013585006,352.67761,0.109209562,2835.167433,97502.8992,0.110713631,86708
Indiana,Jackson,County,47,0.011157235,355.8098464,0.285580107,9107.293674,130349.0048,0.288801579,92703.6992
Indiana,Jasper,County,49,0.018828739,907.735579,0.076768724,3701.028526,142111.0016,0.078241655,130992
Indiana,Jay,County,52,0.008411776,382.8675594,0.077795434,3540.910942,98416.6016,0.078455365,90695.3024
Indiana,Jefferson,County,47,0.008867001,261.5552752,0.398186945,11745.56038,92692.9024,0.401749198,55453.4976
Indiana,Jennings,County,47,0.008239128,291.4208463,0.320726127,11344.19627,96656.4992,0.32339055,65398.7008
Indiana,Johnson,County,52,0.041937355,300.6041195,0.119917497,859.5604857,79117.7984,0.125166658,69215.0016
Indiana,Knox,County,47,0.013119572,444.4263297,0.073965737,2505.594049,131234.9952,0.074949216,121399.0016
Indiana,Kosciusko,County,52,0.014856818,278.5111468,0.120921398,2266.835113,136767.0016,0.122745257,119980.0064
Indiana,LaGrange,County,51,0.017763872,499.1434874,0.135991298,3821.192243,96347.5968,0.138450781,83008.6976
Indiana,Lake,County,49,0.1528368,401.5279715,0.123264081,323.8354645,107847.0016,0.145501503,92177.9008
Indiana,LaPorte,County,49,0.031249784,439.449258,0.17331534,2437.242366,149998.0032,0.17890572,123169.9968
Indiana,Lawrence,County,47,0.008765364,221.9938156,0.348415984,8824.071425,115283.9936,0.351496331,74761.7984
Indiana,Madison,County,52,0.033079419,289.8956193,0.066570666,583.4003509,113004.0064,0.068848094,105224
Indiana,Marion,County,52,0.262252916,310.3280454,0.149545924,176.9600699,75116.6016,0.202706188,59891.0016
Indiana,Marshall,County,52,0.013558785,345.5127637,0.128016395,3262.187555,113439.0016,0.129775472,98716.9984
Indiana,Martin,County,47,0.003725253,313.4304176,0.513707257,43221.62137,86916.3008,0.51562824,42099.8016
Indiana,Miami,County,52,0.013975661,375.9048833,0.106666502,2869.020564,95693.7984,0.108178379,85341.7984
Indiana,Monroe,County,47,0.017822399,150.8165855,0.479843015,4060.524307,100204,0.488552345,51249.6
Indiana,Montgomery,County,52,0.01006903,349.1429483,0.093239252,3233.064923,129165.0048,0.094187276,116999.0016
Indiana,Morgan,County,47,0.012621071,198.1076339,0.306715062,4814.376944,103358.0032,0.310634856,71251.2
Indiana,Newton,County,49,0.01559027,1109.837979,0.082769071,5892.153234,102076,0.084079611,93494.2016
Indiana,Noble,County,52,0.011448814,262.4613722,0.148719392,3409.357104,104870.0032,0.150441494,89093.1008
Indiana,Ohio,County,47,0.008182731,325.0773608,0.373161219,14824.66726,22155.8,0.376240551,13819.9008
Indiana,Orange,County,47,0.004468143,239.4954936,0.385611104,20669.01481,103019.0016,0.387342135,63115.5008
Indiana,Owen,County,47,0.002971886,135.4792068,0.418736337,19088.91068,99020.6016,0.419984328,57433.4016
Indiana,Parke,County,52,0.004859532,323.8112638,0.341856713,22779.36361,114326.0032,0.34352553,75052
Indiana,Perry,County,47,0.00563293,294.5325149,0.507144521,26517.38187,98261.7024,0.510017624,48146.4992
Indiana,Pike,County,47,0.01053237,709.9742931,0.277146224,18682.09083,85621.2992,0.280096194,61639.0016
Indiana,Porter,County,49,0.058564892,430.3498685,0.179337449,1317.817627,101552.9984,0.190494614,82216.8
Indiana,Posey,County,47,0.011655006,449.6470936,0.110898756,4278.444995,103184,0.11220635,91606.0032
Indiana,Pulaski,County,49,0.0100155,817.9207561,0.105400215,8607.560887,111206.0032,0.106466375,99366.2976
Indiana,Putnam,County,52,0.008325453,287.0818179,0.243892522,8410.00583,123168,0.245940504,92876.1984
Indiana,Randolph,County,52,0.00809832,346.3216671,0.06105315,2610.915514,116230.0032,0.061551832,109075.9936
Indiana,Ripley,County,47,0.008185534,355.7093843,0.324401008,14097.12265,114314.9952,0.327076936,76924.8
Indiana,Rush,County,52,0.006168039,357.0269974,0.054391705,3148.376321,105048.9984,0.054729222,99299.5968
Indiana,Scott,County,47,0.011702518,250.7234321,0.333193674,7138.58885,48615.5008,0.337139384,32225.4016
Indiana,Shelby,County,52,0.013984984,343.4388307,0.061428973,1508.553343,105199.0016,0.062300116,98644.9024
Indiana,Spencer,County,47,0.007621569,385.1655142,0.194145532,9811.387377,102263.0016,0.195636738,82256.6976
Indiana,St.,Joseph,51,0.084814696,378.1946761,0.145248119,647.6715457,108370.9952,0.158709448,91179.6992
Indiana,Starke,County,49,0.012818369,435.502632,0.181967702,6182.331805,79005.4016,0.184330445,64442.5024
Indiana,Steuben,County,51,0.023340706,559.7097609,0.167007922,4004.847354,77788.1024,0.170999158,64486.8992
Indiana,Sullivan,County,47,0.008668002,454.6862213,0.15215026,7981.150292,113106.9952,0.153481223,95747.5968
Indiana,Switzerland,County,47,0.005443734,343.4340871,0.448400769,28288.69189,56877.9008,0.450855233,31234.2016
Indiana,Tippecanoe,County,52,0.035127399,304.8242758,0.115698513,1003.994495,124718.0032,0.119910515,109762.9952
Indiana,Tipton,County,52,0.009459909,384.8042468,0.022760047,925.8189057,66792.9984,0.022977408,65258.2976
Indiana,Union,County,52,0.006435588,366.1573003,0.162033987,9219.037148,41543.6,0.163083373,34768.4992
Indiana,Vanderburgh,County,47,0.07580375,266.3771943,0.131856948,463.350217,55834.4,0.142672073,47868.4
Indiana,Vermillion,County,49,0.015818086,622.170598,0.186988099,7354.777222,64987.5008,0.189993458,52640.4
Indiana,Vigo,County,47,0.03029942,296.9371174,0.18151291,1778.843323,100588.9984,0.187184494,81760.3968
Indiana,Wabash,County,52,0.010557465,323.3924485,0.12563101,3848.283753,105958.0032,0.12697106,92504.1024
Indiana,Warren,County,49,0.009566463,1073.641763,0.11461776,12863.52298,93582.2976,0.115724878,82752.6016
Indiana,Warrick,County,47,0.017969256,338.5105855,0.239162106,4505.412214,96907.5008,0.243538432,73306.8032
Indiana,Washington,County,47,0.004111928,201.1582118,0.323242009,15813.20971,132629.0048,0.324576821,89580.8
Indiana,Wayne,County,52,0.021806615,320.1569686,0.132272684,1941.980562,102105.9968,0.135221237,88299.0016
Indiana,Wells,County,52,0.010219553,354.1644928,0.059775081,2071.539855,94671.8976,0.060392262,88954.5024
Indiana,White,County,49,0.016041836,830.0550125,0.040607499,2101.159615,128641.9968,0.041269571,123333.0048
Indiana,Whitley,County,52,0.009900233,278.9618002,0.1096974,3090.975999,85667.3984,0.110794307,76176
Kansas,Allen,County,43,0.010320991,931.5328467,0.066200192,5974.973931,128493.0048,0.066890801,119897.9968
Kansas,Anderson,County,43,0.005860376,1086.583231,0.076124718,14114.42663,149488,0.07657337,138040.9984
Kansas,Atchison,County,43,0.008008822,531.5333254,0.131412561,8721.652081,110434.9952,0.132473399,95805.1968
Kansas,Barber,County,38,0.002807705,1537.78029,0.017066036,9347.069908,289848.0128,0.017114107,284888.0128
Kansas,Barton,County,38,0.010741312,864.6232937,0.01697467,1366.378302,224597.9904,0.017158969,220743.9872
Kansas,Bourbon,County,43,0.007424991,791.6704597,0.130361654,13899.47331,162757.0048,0.131336897,141381.0048
Kansas,Brown,County,38,0.006960487,955.305856,0.051577329,7078.832525,146159.0016,0.051938915,138568
Kansas,Butler,County,38,0.00840836,517.7986618,0.052302144,3220.839918,363218.9952,0.052745589,344067.9936
Kansas,Chase,County,43,0.004058764,2679.277228,0.030341,20028.74587,199205.0048,0.030464646,193136.9984
Kansas,Chautauqua,County,32,0.0034813,1325.570085,0.108046828,41140.85616,165399.0016,0.108424471,147465.9968
Kansas,Cherokee,County,43,0.011361821,758.2172086,0.1037171,6921.433665,149137.9968,0.104908884,133491.9936
Kansas,Cheyenne,County,33,0.001376059,1149.184834,0.001891718,1579.826224,263953.9968,0.001894326,263454.0032
Kansas,Clark,County,38,0.001273333,1341.016736,0.001309367,1378.966527,251384.0128,0.001311034,251054.0032
Kansas,Clay,County,38,0.005614546,1057.225119,0.043511587,8193.278622,165186.9952,0.04375714,157959.0016
Kansas,Cloud,County,38,0.007091627,1274.980522,0.038778194,6971.80522,183296,0.039055133,176137.9968
Kansas,Coffey,County,43,0.007723696,1420.248167,0.059232751,10891.8326,161752,0.059693912,152096.9984
Kansas,Comanche,County,38,0.001725433,1787.102186,0.0040308,4174.865277,203378.9952,0.004037762,202558.0032
Kansas,Cowley,County,38,0.007744939,616.7699981,0.06322399,5034.857127,286766.0032,0.063717455,268498.9952
Kansas,Crawford,County,43,0.013256889,527.2684483,0.092248856,3669.029026,150083.9936,0.093488323,136053.0048
Kansas,Decatur,County,33,0.001573593,1049.458525,0.004275125,2851.160714,231189.9904,0.004281859,230200.0128
Kansas,Dickinson,County,38,0.008003936,903.4119107,0.042189027,4761.915633,216590.0032,0.042529431,207379.9936
Kansas,Doniphan,County,38,0.007794587,956.3195539,0.124414122,15264.39568,100417.9968,0.125391866,87827.2
Kansas,Douglas,County,43,0.028693498,338.2575379,0.155586716,1834.15698,114460.0064,0.160183461,96125.7984
Kansas,Edwards,County,38,0.002943272,1359.446216,0.004255511,1965.546535,158833.9968,0.004268085,158157.0048
Kansas,Elk,County,43,0.0035719,1829.800675,0.073616576,37712.05152,166456.9984,0.073880342,154159.0016
Kansas,Ellis,County,38,0.011677517,981.6446723,0.008482148,713.0330461,228530.9952,0.008582381,226570.0096
Kansas,Ellsworth,County,38,0.005750685,1624.551724,0.033128309,9358.651341,183269.0048,0.033319982,177162.9952
Kansas,Finney,County,33,0.004412909,366.2191842,0.000788982,65.47614935,334809.0112,0.000792479,334544
Kansas,Ford,County,33,0.005674737,493.7087929,0.00228616,198.8985766,280785.9968,0.002299207,280140.0064
Kansas,Franklin,County,43,0.011287303,675.9845061,0.11386273,6819.11685,146752.9984,0.115162889,129853.0048
Kansas,Geary,County,38,0.01689255,598.1107096,0.109129429,3863.920993,97279.8016,0.111004544,86485.1008
Kansas,Gove,County,33,0.001472289,1330.981095,0.001586944,1434.631682,276944.9984,0.001589287,276505.0112
Kansas,Graham,County,38,0.004493898,3537.338764,0.010464647,8237.169043,230849.9968,0.010511891,228423.9872
Kansas,Grant,County,33,0.00359687,676.9073208,0.000291861,54.92628651,148306.9952,0.000292914,148263.0016
Kansas,Gray,County,33,0.001780986,676.2584688,0.000486228,184.6256775,223781.9904,0.000487095,223673.0112
Kansas,Greeley,County,33,0.001255401,1649.380704,2.67E-05,35.06714472,201288,2.67E-05,201282.9952
Kansas,Greenwood,County,43,0.004579344,1761.045224,0.050040497,19243.71067,293724.0064,0.050270658,278958.0032
Kansas,Hamilton,County,33,0.00174008,1681.610487,0.002296716,2219.543071,257579.008,0.002300723,256987.008
Kansas,Harper,County,38,0.003374705,1067.674419,0.01819462,5756.334149,206085.0048,0.018256253,202322.9952
Kansas,Harvey,County,38,0.0139556,590.1487724,0.032659137,1381.076394,137055.0016,0.033121447,132517.0048
Kansas,Haskell,County,33,0.00315965,1094.009752,0.000182816,63.29881588,148656,0.000183395,148629.0048
Kansas,Hodgeman,County,38,0.001700086,1807.434053,0.002025576,2153.477218,221287.9872,0.00202903,220838.9888
Kansas,Jackson,County,43,0.006314873,842.6404361,0.100074752,13353.71731,167824.9984,0.10071086,150922.9952
Kansas,Jefferson,County,43,0.007851118,587.5990448,0.178136146,13332.19407,136822.0032,0.17954642,112256.9984
